id,Text,Label
407,"I had a memory crash on UIGraphicsGetImageFromCurrentImageContext() ... if you're creating and releasing a lot of them, you should wrap them in a fresh AutoReleasePool for each iteration. Even allowing the NSRunLoop to tick WAS NOT ENOUGH for Apple/iOS to do housekeeping on garbage lying around from this. e.g.",negative
408,Stu Nicholls's site has a lot of examples of how to do this without javascript. It's a really excellent resource.,positive
409,"i am currently having some difficulties trying converting a Unicode character string (DT_WSTR) into an INT this is what i have (Note most writings are in German, but i think someone who has worked with SSIS will unterstand anyways) Data Type selected: A four-byte, unsigned integer.but all it does is fail terribly",negative
410,yes it does it in IE8 as well. Very annoying !,negative
411,"I m really excited to know that html 5 has in build support for audio and video playback( I know its old news but I just woke up ! :P) . What is even more exciting is that it can play local audio/video files in matters of some click. I had a look at this , could not find any offline video player. my question is why is that people are not developing an offline media player which could just be loaded form a website ? are there some issues ? Thanks",positive
412,There's an excellent series of posts on execution plans and how to read and interpret them - and a totally free e-book on the topic as well! - on the excellent Simple-Talk site. Check them out - well worth the time!,positive
413,"Yes, you need two view controllers. Check out lesson 7 from Stanfords CS193P iPhone Application Programming course. It is available online. Both slides and the lecture through iTunes U. I really enjoyed watching the course!",positive
414,"Out of all that pseudocode, the only thing that really worries me is ""extracts code samples from file"". Reading files from a directory is trivial, saving a file is trivial. Regardless of the test framework I'd spend most of my time focusing on the parsing bit. For direct testing, I'd embed the snippets directly into the test case: Ah, I see another change I subtly made while writing the test: my ExamplesToCode.parse() returns an Array (or other iterable container), so that it can be tested apart from the iteration itself.",negative
415,no worries! it happens all the time.,positive
416,"Excellent, thank you!",positive
417,as you can see folks hate spending time giving details on bad advice!,negative
418,"We can do this quite neatly using numpy, without having to worry about the channels at all! output: input:",neutral
419,Answer coming late. But anyway ... here goes: If it's indeed PIC S9(9) COMP and not COMP-3 then it's not a 'sinister' COBOL packed field but a simple 4 byte integer!,neutral
420,A simple width would do: And the css:,neutral
421,sounds scary !!,negative
422,"I ended up using , which met all my needs and is (IMO) very excellent.",positive
423,Back in the day I had to solve this with a panel where the text box is a component inside and had DockPadding set to 3 or 4 pixels. I'd then style that panel to a single pixel. I always found this really annoying!,negative
424,"the two are not mutually exclusive, archmage.",negative
425,"That was ""I totally agree... """,neutral
426,+1 for code sample,neutral
427,Wow great answer and very quick!. Explained everything.,positive
428,"Excellent, injekt!!! Loved the way you answered.",positive
429,Absolutely. Don't be afraid to just try stuff out!,positive
430,@sll: Not True... See my Edit,neutral
431,That's what I thought...but I'm terrible with C. Absolutely terrible.,negative
432,That's really sad...,negative
433,There is a particularly efficient algorithm using de Bruijn sequences described on Sean Eron Anderson's excellent page: It works in 13 operations without branching!,positive
434,If I delete this question will it increase my reputation? 5 down votes it really sad.,negative
435,Pragmatic approach: See other answers for excellent backgrounders!,neutral
436,"Loving Susy, so far! Now I'd like this initial layout... ... to turn into this layout on a smaller screen: Is this possible using Susy? Furthermore, I'd want the AC-column to function as a single entity when they're in the same column, since I'd like to give them sticky behavior.",positive
437,"hi, it needs to be server side, no javascript",neutral
438,Take a look at DateTime.ParseExact to turn the string into a date and then use them as regular DateTime ranges. The regex will be awful if possible!!,negative
439,this is a bisection root method,neutral
440,Are there any reference guides or tutorials for writing a MIPS assembler?,neutral
441,"Too many `""`. You need: ``",neutral
442,The question is tagged winforms,neutral
443,"I was too pithy. I should have said, ""The Loudness Wars Killed Music.""",neutral
444,How can I increase Java heap size for Carrot2 Document Clustering Workbench?,neutral
445,Shameeeee on me!!!,negative
446,I need from document object or from a DOM element (i.e. a DIV) to know which is its window object. In Firefox I can do: but obviously in that AWFUL browser that statement not work!!!,negative
447,"Don't rely on Lucene to strip them, do it yourself.",neutral
448,Why the following code (1) does not give me the following output (2) (1) (2),neutral
449,How can i extract data from a 2d array.. e and b are indexes of the array,neutral
450,I have a fairly large codebase with several directories and files and I would like to check out a view or have a view as of a given date (Septermber 12th). I am manually checking file histories and doing and this is extremely painful. I wonder if there is a way to do a checkout and load everything as of a particular day at once?,negative
451,You might want to look into JAXB. If you have a defined XML schema it will automatically create java classes that will easily allow you to 'marshal' (move data from java -> XML) and much much more. It's incredibly useful!,positive
452,Using a Inside the delegate for the TextField.TextChanged put this:,neutral
453,No worries! IE11 does a poor job of emulating other browser versions.,positive
454,"Well I'm kind of new with magento, and at work they ask me to do a group of products that they will be put in discount, so I created a category sales where I can link the products and put them in sale, so this is working perfectly, but the ask me to put dates in the products so the web master can put dates where the products will be shown between dates, so now I have no idea how to do this. I really hope you guys can help me thanks so much!",positive
455,I've discovered that my Python code is a lot flatter than my C++ code. Don't know why.,negative
456,"After I changed my windows regional setting from my native language to USA, the problem has gone. Do not forget to restart Visual Studio. really annoying problem !",negative
457,Are the schemas identical other than datatype?,neutral
458,my pleasure :) :),positive
459,"Related: Doug Lea put this up last week, pretty awesome!",positive
460,Just do it:,neutral
461,Felix Geisend̦rfer from Debuggable has some really excellent examples of how to utilize Set::extract to get multiple values from various nested data structures,neutral
462,Do need this for existing documents or generated on fly ones?,neutral
463,You can try the (very) comprehensive jeff's OR go with this simple workaround: And then declare the attribute as an integer: This worked very fine for me! =D,positive
464,You can use with an existing profile:,neutral
465,"I've been having a spam problem on my site, where people sign up and act extremely abusive to other users of my site. I can easy IP ban them, except they always come back under a different IP address through a proxy or TOR. So I was curious if there are any php classes or functions that can look up the IP and determine if its a genuine user, or someone behind a proxy, in which case it would muzzle their accounts upon registration.",neutral
466,could you show the part of code where the order gets changed?,neutral
467,"In my graph each node has a name and graph is actually a tree, so there exists a . Here's the query I currently use to get the path: An actual query is somewhat heavier, but the behavior is the same. So, having a path I will get . I don't mind trimming the last , but I'm really worried about the order of the nodes iterator returned by . So, my question is mainly targeting neo4j team - are there any guarantees as to the order? Would it be better is I just returned and then manually extracted each property? I'm using Cypher with an embedded neo4j distribution, so that won't be a problem.",negative
468,This would introduce scaling artifacts and might look extremely ugly.,negative
469,It's impossible to receive unicast UDP packets in Silverlight (rage!!!).,negative
470,"Not that I recommend this, but totally abusing LINQ the following would work:",neutral
471,"yeah, compiled, but output is so horrible !!!",negative
472,Does anyone know how to enable locking on a TreePanel column in ExtJS 4.1.1?,neutral
473,"Is there any simple way to test that an installation of report viewer redistributable 2008 is working properly? I've been tasked with making sure this piece of software is functioning correctly, but given no further instructions. How would I go about testing this? .NET tools aren't what I've normally used, so I'm at a complete loss here!",negative
474,"Working on providing source code now, and no. Infact Chrome seems to suffer the least!",neutral
475,"And sometimes, if the system is hanging, keyboard might be the only way..",neutral
476,"Is it possible to get a visitor flow associated with a given ga:transactionId through the Google Analytics API? There's limited availability in ga:landingPagePath, ga:secondPagePath, ga:exitPagePath and ga:pageDepth but a more complete path would be desirable Thanks!",neutral
477,I agree with this. For *non-essential services* increasing timeouts is incredibly frustrating.,negative
478,"There's an error here: $r3 only has one result column (which you haven't given a name). Are you sure you are using the correct variable because there's no way that your code should work as you have posted it. Also your variable naming is really awful. Use meaningful names instead of , , etc...",negative
479,Can you point to the part of the HTTP caching spec that says this?,neutral
480,Is there any reason you can't give the list a specified width?,neutral
481,"OK, then, no solution that going DB mysql... so sad ! :-( i will close the question !",negative
482,"@Aggieboy that's really sad, and I have to hand-code stuff .",negative
483,"The 0x1A byte is a terrible, painful [source of agony](http://stackoverflow.com/questions/12483711/serialdata-eof-circumstances).",negative
484,This does seem to be the answer. Absolutely terrible API design.,negative
485,What's a 'LinkControl'? I'm aware of LinkButton and HyperLink.,neutral
486,"""in the second instance run the designer, and the breakpoint will fire""...does not fire...",negative
487,That is awful advice! I don't mean to be overtly mean but I lolled.,negative
488,"So, which solution did you go for in the end?",neutral
489,"Oh, absolutely horrible practice. But still the answer he was looking for.",negative
490,"The link works for me. That is a pretty awesome testing class! Thanks Andrew. I think I am going to convert and use that in my Silverlight project. Thanks for the tip about Caliburn, Josh G. I'll have a look at that too! :)",positive
491,"Effective, but what a pain! You'd think there'd be an easier way.",negative
492,"C++ isn't dying, but most of its strengths only shine in niche markets.",neutral
493,"Putting data in the ID is a terrible, terrible idea.",negative
494,Absolutely: Jersey is The Thing to use for JSON-based/aware web services.,neutral
495,This only works if the compiler switch AssignableConsts is turned on,neutral
496,AutoHyperlinks (https://bitbucket.org/sholt/autohyperlinks2/overview) is a pretty excellent library for this purpose.,positive
497,Excellent! Exactly what I needed :),positive
498,@david-b why do you said not to let the db concat the strings?,neutral
499,I solved this need by using . I am able to route calls from Edge to my local machine. Absolutely love ngork! :-),positive
500,do you have access to Visual Studio Team Edition for Testers?,neutral
501,@Andremoniy this is an excellent idea! But what if this is legacy code?,positive
502,Horray for Android!,positive
503,"avoid the auto method, to apply by hand is such painful :(",negative
504,This is should be the selected answer,neutral
505,Comments should be not since we don't want this code to be shown to the user,neutral
506,You must be a sad sad person...,negative
507,Excellent tool! Thanks for making it available.,positive
508,worked for me too..,neutral
509,"Somewhat new to OOP (i.e. C programmer converting to C++) and cannot figure out why my data members in my backpack class are empty. I make pass an array of potions to my backpack, yet the data members are saying mType = """" (i.e. nothing). I have never felt this lost in a program before. Starting to hate OOP (i.e. kidding...but this extremely frustrating). main.cpp potion.cpp backpack.cpp",negative
510,Excellent ! You just gave me a lesson :),positive
511,Have you tried logging the uninstall to see what is happening?,neutral
512,"I am not sure if it does, I will check into that. That may be the solution I need.",neutral
513,"If string object allocations worry you, then you should precompile the regular expression!",neutral
514,"Tools -> Options -> Projects & Solutions -> Build and Run ""On Run, when projects are out of date:"" Select ""Always Build"" That's it, had it myself, extremely annoying.",negative
515,"I got to this question via the Almighty Google. To complement on what Andrew said above, for those of you on OSX you might want to take a peek at /Applications/MacVim.app/Contents/Resources/vim/runtime/indent/html.vim and the modifications necessary should become evident. I can't believe I spent so much time suffering from poorly indented <li>s!",negative
516,"excellent, thanks to both of you!",positive
517,"No, n % 7 + 1 actually returns n + 1 unless n == 7 in which case it returns 1.",neutral
518,You're missing a . on your class selectors: should be and should be,neutral
519,"Excellent hint! I was using scrollTo(0,0) and it was doing nothing",positive
520,Excellent answer to a very general question ! :-),positive
521,To stop it:,neutral
522,"From my experiences so far, I've concluded that the HTML5 Manifest scheme was really terribly designed. My site serves a manifest file when a user is logged in. Unfortunately, when they log out, they can still access the cached protected materials. Can anyone think of a way to fix this?",negative
523,how to add SelectedIndexChanged event for DropDownList in SharePoint2010?,neutral
524,Tried it again - it worked. God I hate reporting services!,negative
525,Someone is scared to tell the reason of -1 !,negative
526,"Well, you are really brave! Implementing a Linq provider all be yourself...",positive
527,The answer was devastatingly simple in this case. For some reason windows uses localhost as opposed to 0.0.0.0. So although it says standing watch at 0.0.0.0:4567 it is actually standing watch at localhost:4567 . You should be able to navigate to this page and see your middleman build.,neutral
528,"Although, using this outside testing is a horrible, horrible idea...",negative
529,I would checkout . It has great reviews on Amazon and the Head First book series are really terrific and engaging.,positive
530,http://msdn.microsoft.com/en-us/library/ms678505(VS.85).aspx,neutral
531,"i have a botton which is for changing the background image with jquery, as the following code shows it works very fine! but i want to fade in the newbg-image... is it possible to add a jquery fade method to it. Any help would be very appreciated. Thanks Ted",positive
532,You mean I can use LINQ as the data provider for my whole app?,neutral
533,I see the outcome: A's do work whats the things you are expecting ?,neutral
534,"Can I fix the width and the height of jQueryMobile dialog? Currently, the size of width is 100% which is really awful in iPad.",negative
535,Why does serialization require a serial version UID in implemented class?,neutral
536,"I have this regex And i really need it in a vba version for words .find method (don't need the matching-groups), here is what i have so far But i cant get the last part to work, here I'm talking about I really hope someone can help me, as regex in this case is not an option (Although i know i can use regex in VBA!) Cheers",positive
537,Url points to a tesco advert,neutral
538,If you want to search give Red Gate's excellent tool a try (its free!) but it's only for SQL Server though.,positive
539,"Maybe someone knows how to disable content assist only on 'else' keyword when working with PHP source editor in Aptana? As I really, really hate it with this keyword, because after newest release it's really messing with my workflow as after entering 'else' and pressing enter it replaces it with: and sometimes it decides to get rid of indents completely. Mind you I don't want to disable content assist completely, I just want to disable it for 'else' keyword.",negative
540,"If you really worry about the performance, divide the page content into separate section and run the search process parallel !!!",neutral
541,Check out Bruce Dunwiddie's excellent class. It provides really excellent information in the exception messages when you have this kind of mapping issue.,positive
542,"I have just started using Vim in a terminal (PuTTY or MinTTY), after always using gVim. However, when using syntax highlighting, rather than the actual text colour changing appropriately, its background is changed to whatever colour -- and it looks horrible! I've set my terminal to use 256 colours and downloaded a 256 colour colour scheme. I checked that the and settings are as I expect, but I still get this problem... Is this a Vim or a terminal configuration issue?",negative
543,You should really check out this plugin: I have been using it for about 10 sites and it's really great! Since the latest update it's posible to export your custom fields to a PHP file which you can include your functions.php,positive
544,"oh ok...I forgot php considered empty strings as FALSe, though it was just 0 and null",neutral
545,it really does crash my vm,neutral
546,Use . Example shown in this question:,neutral
547,have edited my answer to include the bitdepth,neutral
548,"Excellent, I'm glad that worked for you!",positive
549,"+1. I do this in several querying libs, especially the ones that flow through to web services.",neutral
550,What is your current function?,neutral
551,Which language and/or regex engine is it for?,neutral
552,"Yup because I am doing a search, unless you know another way.",neutral
553,"Well, I was using the setControlValueToUpperCase() method too soon it seems. So changing my keydown first if statement to fixed my issue. Horray Me!!",positive
554,For example: How would I go about summing the cost of items? (so I'd get 60),neutral
555,"I am developing a web page which embedded a ""Google maps"" view. In this web page, the user must specify several positions on the maps At this time, I am able to spread the balloons on the map displayed when the user click on a button to be dragged, but according to the zoom it can be very painful to zoom in and out to drag the balloon to a place. I would like to know if it could be possible to have a panel with all balloons to drag/drop on the map? My current development : My target :",negative
556,Talking about feelings.. I really hate the asp.net CalendarExtender..,negative
557,+1 excellent!..,positive
558,Excellent! Exactly what I was looking for. Thanks.,positive
559,Is there a convenient way to check if a directory is empty using MSBuild?,neutral
560,There is a free ebook that microsoft released about windows phone developement. Its extremely useful and It could probably answer this and many other questions you might have! you can download the book from this website:,positive
561,"you actually can use HTML5 tech to apply on that beside, you can use a gem 'client-side validation' the github is here I suggest you use the gem...pretty awesome :D",positive
562,What's the expected vs resulting behaviour? More info needed.,neutral
563,You can define an External. and a little more on the how-to side...,neutral
564,DELETE command doesn't work with JOIN,neutral
565,Horribly inefficient! It re-encodes the image each time. Try this instead.,negative
566,"You have to be excruciatingly careful when there are spaces in the path names. In the context, you probably need: You don't need quotes around the variable this time.",neutral
567,"I am using 'simpLESS' program to compile my .less files into .css files on the fly. It is really great! However, after using it only for couple of days, 'simpLESS' stopped copiling the .less into .css files. I have tried to reinstall, redownload and then reinstall, tried other directories, other .less files, tried recompiling manuall - but nothing works. Has anyone experienced this? Thanks!",positive
568,"Oh, this was was a pain! I probably lost 2 hours on this. Here is the solution: CMake uses short 'C' applications to test/try things. If the CMakeLists.txt states that C++ is used for the project, without also listing C, then some of those shorts tests incorrectly fail, and cmake then thinks those things aren't found. The solution was to change the first line of CMakeLists from this: ...to include C as a language: Then delete , recreate it, and everything then works:",negative
569,"In your code, strip out the stop words. You'll have to maintain your own list.",neutral
570,Im afraid you cant do that!!!,neutral
571,"I would've answered StackOverflow, but it's not open-source :)",neutral
572,We are now 2 years after migrating to TFS. Just upgraded to 2013. The team absolutely love it and can't even think about the old svn days!,positive
573,Welcome :) :) :),positive
574,"I am building the Android OS on Mac OSX (Lion), and Eclipse as an IDE. I am trying to understand certain parts of the OS however this requires performing many searches throughout the project. These searches take 5 or 10 minutes on Eclipse, and the way they are presented is also extremely annoying. Also, I need a separate editor to open up the native files found in the OS, since if they are opened in Eclipse there is no color coding of the C++ syntax. I feel that Eclipse is really slowing me down - can anyone suggest a better IDE for browsing the Android OS (preferably free)?",negative
575,"I recently worked on a product that was targeted to .NET 3.5. Out of hundreds of beta testers, I can probably count on one hand the number that already had .NET 3.5. The rest had to sit through the absolutely painful .NET 3.5 install from microsoft (~30 minutes, and most of the time the progress bar stays near 0 so people think it is broken).",negative
576,What are you trying to generate specifically?,neutral
577,+1 for makeself. I totally loved that. :),positive
578,Test code: How do I remove the whitespaces before storing it into the array?,neutral
579,"I wish I'd have found this question yesterday, as it has been causing me grief for hours! Surely this is a bug with the emulator?",negative
580,"Thank you @Ward! We're loving how easy it is to create the GUI with Breeze! If can just work out this part, we will have a great solution!",positive
581,"Yeah I agree, I use igoogle to read all the news at one place, check my gmail, gcalender, etc.",neutral
582,Thanks so much for the excellent answers! All answers worked beautifully.,positive
583,Wow! It is really great answer! So helpful! Thank you very much!,positive
584,"+1, @this is better than the accepted answer",neutral
585,FYI: I happen to be on Tomcat 5.5.17,neutral
586,It seems they are two names for the same idea– is there any difference?,neutral
587,Don't rely too much on cplusplus.com,neutral
588,"The search bots don't care about hash tags. And if you are using them for some kind of flash or AJAX calls, you have more serious problems than your 301 redirects don't work. Because unless you have the content in an alternate form, the search engines are not indexing your site and you are definitely suffering as far as SEO goes.",neutral
589,"I'm doing one app which requires AJAX call on almost every user interaction possible, I started writing JS functions, webservices etc. to handle all of that(still long way to go from here). Now I am wondering If I made a mistake maybe I should put whole page in update panel because I really hate writting JS. Is there some drawback to use it instead of custom written ajax calls to web service and js functions, and is it better to use more update panels or one big?",negative
590,"That answer was extremely helpful Scott, thanks for the pointer on that!",positive
591,An object created by a user is really no different from one you create yourself (except you have to be suspicious of potentially malicious input!). The simplest way to be able to edit objects outside the admin interface is to use the built-in . Similarly you can delete them with a . If you want to restrict you can edit objects you can user the from .,neutral
592,"Why dont you simply wrap the absolutely excellent XOM with implicit conversions and such? Yes, it won't give you scala's XML-native-syntax style out of the box...",neutral
593,The problem was due to a malfunctioning . Very painful and a lot of time wasted.,negative
594,"There's no need to spawn new processes, simply re-use them between requests.",neutral
595,"I'm trying to do this in a makefile and it fails horribly: do you know why? I guess it has to do with escaping, but what and where?",negative
596,"the problem that I am having is while designing an email to be sent to users the border of the HTML table is not disappearing even though it is set to 0 and so leaves horrible white lines through areas which are menu to be solid blue colors, below is my HTML code! Untitled Document",negative
597,"The memory for t isn't allocated, so why I don't get segfault when I run it?",neutral
598,Wow that was exactly what I wanted! So the second solution I showed is somewhat similar to what he's describing but he describes also extremely elegant triggers that would keep all the data fully sane without any external code sanitization! I think I will go with that design!,positive
599,Check out the WordPress repository. There is a plugin called WP GCM Its a very great one and has some great extras!,positive
600,"**As of May 2010, Silverlight is at 57%.**",neutral
601,"That's really an excellent post, thanks for pointing that out!",positive
602,ps really hate the response limits on comments.,negative
603,"clicking the zoom (or pan) button again, restores it. terribly silly - yes!",negative
604,No worries! Joe,positive
605,I have used very successfully ( with a tweakette here or there! ),positive
606,done... stackoverflow makes you wait several minutes. I really hate that,negative
607,Seth's answer was totally awesome! Please be sure to green checkmark it!,positive
608,Which enviroment and frameworks are you using actualy to dev for Android?,neutral
609,"+100 for this :-) you made my day!! When writing the question I was not sure if it was related to ""Brook's mythicalman month"" and skipped it. Here I go ... and it's persisted for eternity on stackoverflow :-) I am really ""rofl"" that stackoverflow can answer questions like this!",positive
610,"@Rob same problem, nothing. very disgusting",negative
611,"Why do you need the class explicitly? Couldn't you use the interface? Note that casting is not encouraged, which is why it looks so awful in Scala!",negative
612,This didn't seem to bring the existing window to the foreground when I tried it.,neutral
613,"excellent adding! for debugging, go to wp-content\plugins\syntax-highlighter-compress\syntax-highlighter-compress.php and add the following line to wp_shc_head() :",positive
614,I have a page running on my local django dev server with the Django Debug Toolbar that seems to be running quite slowly but I'm unsure why: Django Debug Toolbar says SQL - 46 queries in 39.80ms And then running a profiler I get 7926 function calls (7774 primitive calls) in 0.024 seconds So I'm left wondering why is the profile time so much lower than the Total CPU Time? And then how can I find out what's causing the difference? And secondary to that - should i be worried about the 16842 involuntary context switches!?,negative
615,What is the equivalent of ObjectContext.ApplyCurrentValues for DbContext?,neutral
616,It sounds very scary to me to use a floating point number for a key in a `map`.,negative
617,Excellent thanks!,positive
618,The WPF SDK Team posted a EXCELLENT article about chromeless windows available here: This is a MUST read!!! UPDATED Also found article by Lester Lebo on how to use the WPF Shell Integration Library for a custom window chrome,positive
619,Ahw... that's plain sad :(,negative
620,I have a menu of links that need to have additional parameters added using data from cookies. I need to be able to do this client-side and not server-side. Basically I have a menu like this: And a cookie with a number like this: I am trying to get the 'users_number' to be included as a POST parameter to all of the links on that menu (ie. /link/to/page1?users_number=thecookievalue) What I don't want is users to be able to see this in their URL bar. Right now I am using: This functions as I wanted but I am trying to figure out how to do this in a way where the user does not see the ?parameters at the end of their URL. Is there a way to do this same thing but without them being able to see it? Any help would be hugely appreciated -- thanks!,positive
621,could some one help me how to add new css using views theme in drupal 6.0,neutral
622,No worries man!,positive
623,@Stilly.stack wooow I didn't know that that was important!! thanks a lot :),positive
624,in about 4 months from now I should be able to show you one =P,positive
625,Have you run this on SQL Server?,neutral
626,"I'm trying to make a link inside the fancybox single image title. I want it to redirect me to another fancybox window (witch is inline)... I have a script that makes the whole single image a link, but this targets my document title instead of the anchor title... I really hope someone will have a solution or a better idea on how to do it!! :) Thank you thank you thank yooou! :) btw: I have almost never worked with scripts.. In depth anyways...",positive
627,"I can only help if I can see the full (ie. non-compressed) source code. The code included on the website has been modified (from jqDock v1.6 source) and re-compressed, which makes it extremely difficult (understatement!) to tell what has been changed. (I have also responded - with the same answer - to a direct email from the poster)",neutral
628,Are you using WinForms or WPF?,neutral
629,I voted up your question because I want to do the same thing.,neutral
630,Excellent! Thanks for the additional detail Sean!,positive
631,"There's 2 parts to this question, both about RestKit: How can we post up 2 values email and password, and deal with the response using the object mapper How can we map 2 objects in a response We are expecting the following JSON response: What's the correct way to map this out, we've got a class setup for User and Token, but all the examples i've seen seem to not show something like this where there is two segments to the response, here's the code we have at the moment: Appreciate any help you can give on this, loving RestKit so far!",positive
632,Excellent tutorial!,positive
633,Im trying to work with this awful language and I have to change an item of list by accessing to it with index I dont understand the awful syntax of TCL! How can I realise it?,negative
634,"This is extremely ugly C-style code, easy to get wrong. While the bugs in your code have been fixed by earlier birds, here is the C++ way to do this:",negative
